description_en	spell_ids	description_zh
Fills the Paladin with strength of will for $d, causing your attacks to deal $84524s1% weapon damage as Holy damage to your target and an additional target nearby.\n        \nUnleashing this Seal's energy will release a wave of light in front of you, dealing $84525s2 Holy damage to all targets it hits. $84525s3% of the damage dealt by this wave will also damage you over $84523d.	84526	
Fills the Paladin with strength of will for $d, causing your attacks to deal $84527s1% weapon damage as Holy damage to your target and an additional target nearby.\n        \nUnleashing this Seal's energy will release a wave of light in front of you, dealing $84528s2 Holy damage to all targets it hits. $84528s3% of the damage dealt by this wave will also damage you over $84523d.	84529	
Increases your number of pet talent points by $s1.	84541,84542,84543,84544	
Snap the enemy, causing $s1 damage.	84546,84547,84548,84549,84550,84551,84552,84553	
Create the reagent for the Blind Ability.	84554	
Transfers any existing combo points to the current enemy target. Requires active combo points.  Does not break stealth.	84568	
Infuse water with power, transforming it into Weak Holy Water.	84593	
Infuse water with power, transforming it into Lesser Holy Water.	84595	
Infuse water with power, transforming it into Holy Water.	84597	
Infuse water with power, transforming it into Strong Holy Water.	84599	
Infuse water with power, transforming it into Blessed Holy Water.	84601	
Create a barrier around you, absorbing damage dealt to all party and raid members within it.  The barrier lasts for $d or until it absorbs $s1 damage, increased by up to 250% when affecting a large group.  Priest must channel to maintain the spell.	84602,84603,84604	
Hurls a ball of molten lava at the target for $s1 Fire damage and resetting the duration of your active Flame Shock effect.	84605,84607,84609,84611,84613,84615,84617,84619	
Hurls a ball of molten lava at the target for $s1 Fire damage.	84606,84608,84610,84612,84614,84616,84618,84620	
Soothes the target elemental, reducing the range at which it will attack you by $s1 yards.  Only affects Elemental targets level 40 or lower.  Lasts $d.	84628	
Soothes the target elemental, reducing the range at which it will attack you by $s1 yards.  Only affects Elemental targets level 55 or lower.  Lasts $d.	84629	
Soothes the target elemental, reducing the range at which it will attack you by $s1 yards.  Only affects Elemental targets level 70 or lower.  Lasts $d.	84630	
If you have an active Lightning Shield, your critical hits with Lightning Bolt and Chain Lightning have a $h% chance to cause your Lightning Shield to gain an additional charges, up to 9. When you reach 9 charges, any attempt to gain another charge will instead launch a Lightning Shield ball at your target.\n\nWhen you have more than 3 Lightning Shield charges active, your Earth Shock spell will consume up to 1 surplus charge after 2 seconds, sending it at your target.	84642	
If you have an active Lightning Shield, your critical hits with Lightning Bolt and Chain Lightning have a $h% chance to cause your Lightning Shield to gain an additional charges, up to 9. When you reach 9 charges, any attempt to gain another charge will instead launch a Lightning Shield ball at your target.\n\nWhen you have more than 3 Lightning Shield charges active, your Earth Shock spell will consume up to 2 surplus charges every 2 seconds for up to 4 seconds, sending them at your target.	84644	
If you have an active Lightning Shield, your critical hits with Lightning Bolt and Chain Lightning have a $h% chance to cause your Lightning Shield to gain an additional charges, up to 9. When you reach 9 charges, any attempt to gain another charge will instead launch a Lightning Shield ball at your target.\n\nWhen you have more than 3 Lightning Shield charges active, your Earth Shock spell will consume up to 3 surplus charges every 2 seconds for up to 6 seconds, sending them at your target.	84646	
Places a Rune of Power on the ground for $d which increases your spell damage by $84657s1% while you stand within $84657a1 yards.	84658	
Launches several missiles at the enemy target, causing $s1 Arcane damage and consuming any of your Arcane Blast stacks.  Each stack of Arcane Blast consumed increases this damage by $36032s3% and it increases the damage of your Arcane Missiles by $84659s1% for $84659d.	84660,84661,84662,84663	
Conjures a dagger with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the dagger is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84667	
Conjures a shortsword with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the shortsword is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84668	
Conjures a greatsword with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the greatsword is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84669	
Conjures a hammer with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the hammer is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84670	
Conjures a mace with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the mace is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84671	
Conjures an axe with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the axe is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84672	
Conjures a battle axe with 50 durability which can be equipped by anyone that can use that weapon type.  The damage dealt by the battle axe is based on the level of the mage.\n            \nConjured items disappear if logged out for more than 15 minutes.	84673	
Grants the Warlock's summoned demon Empowerment.\n        \nImp: Your Imp's Firebolts have a 100% chance to critically hit and cost no mana for $84693d.\n        \nVoidwalker: Summon demonic plating onto your Voidwalker, increasing its armor by $84694s1% and improving its threat generation by $84694s2%. Lasts $84694d.\n        \nSuccubus: Your Succubus casts Partial Invisibility, causing all melee and ranged attacks made against it to have a 75% chance to miss and increasing its damage by $84695s3%.\n        \nFelhunter: Sacrifice 10% to 20% of your maximum health to empower your Felhunter's Spell Lock ability, reducing its cooldown by $/1000;84696s1 seconds for $84696d. Must be above 20% health to cast.\n\nFelguard: Your Felguard hurls their weapon at the target and enrages, stunning the target for $84697d and increasing its damage dealt by $54508s1% for $54508d.\n\nInfernal: Your Infernal becomes immune to all attacks and spells for $84698d.\n\nDoomguard: Your Doomguard casts Shadow Bolt Volley, dealing $84699s1 Shadow damage to all nearby enemies within $84699a yards.\n\nEnslaved Demon: Apply Demonic Frenzy to your Enslaved Demon, causing it to take $84700s3 damage every $84700t3 seconds and increasing its attack speed by $84700s1% and casting speed by $84700s2% for $84700d.	84701	
Enter a pact with a raid or party members soul. If the target dies while under this pact you gain 1 Soul Shard and your Spell Damage is increased by $84703s1 for $84703d.	84704	
Tears open a portal to the twisting nether for $d, which periodically releases a demon under your control. These demons do not replace your currently active demon. The final demon summoned by the portal is always a Felguard, which stuns your current target for 4 seconds when it appears.  Moving more than 45 yards from the portal causes it to close.	84708	
Your Felhunter regains 5% of its maximum mana each time it hits with its Shadow Bite ability.	84722	
Your Felhunter regains 10% of its maximum mana each time it hits with its Shadow Bite ability.	84723	
Enemies around the Infernal take $84727s1 Fire damage every $t1 seconds.	84728	
All equipable Weapons will receive additional Feral Attack Power based on Weapon DPS. Only a Druid may see this bonus stat.	84730	
Applies Rejuvenation (Rank 3) to your friendly target and that target's party members within 25 yards.	84740	
Applies Rejuvenation (Rank 4) to your friendly target and that target's party members within 25 yards.	84741	
Applies Rejuvenation (Rank 5) to your friendly target and that target's party members within 25 yards.	84742	
Applies Rejuvenation (Rank 6) to your friendly target and that target's party members within 25 yards.	84743	
Applies Rejuvenation (Rank 7) to your friendly target and that target's party members within 25 yards.	84744	
Applies Rejuvenation (Rank 8) to your friendly target and that target's party members within 25 yards.	84745	
Applies Rejuvenation (Rank 9) to your friendly target and that target's party members within 25 yards.	84746	
Applies Rejuvenation (Rank 10) to your friendly target and that target's party members within 25 yards.	84747	
Allows the friendly target to walk across water for $d.  Any damage will cancel the effect.	84750	
Right Click to summon and dismiss your earth elemental.	84980	
Teaches you how to summon this companion.	85050,85177,85611,86030,86947,86949,87289,87994	
Requires: Balefire Curse  This item binds to you upon being crafted.	85230	
Permanently enchant a melee weapon to sometimes empower the wielding matey, increasing agility by 45 and parry chance by 3%.	86379	
Grow a Small Glimmering Shard into a Large Glimmering Shard.	86386	
Grow a Small Glowing Shard into a Large Glowing Shard.	86387	
Grow a Small Radiant Shard into a Large Radiant Shard.	86388	
Grow a Small Brilliant Shard into a Large Brilliant Shard.	86389	
Increases the fox's dodge chance by $s1% and reduces the chance ranged attacks hit the fox by $s2%.  Lasts $d.	86489	
Increases Damage by $s1%. Increases Base Armor by $s2%. Increases Health by $s3%.	86490,86493,86497,86498,86499,86501,86505,86506,86507,86508,86511,86512,86514,86515,86516,86517,86518,86520,86521	
Decreases Damage by $s1%. Increases Base Armor by $s2%. Increases Health by $s3%.	86491,86492,86504,86509,86510	
Increases Damage by $s1%. Increases Base Armor by $s2%. Decreases Health by $s3%.	86494,86496,86502,86503	
Decreases Damage by $s1%. Increases Base Armor by $s2%. Decreases Health by $s3%.	86495	
Increases Damage by $s1%. Decreases Base Armor by $s2%. Increases Health by $s3%.	86500,86513,86519	
