description_en	description_zh
Imbue the Shaman's weapon with fire, increasing total spell damage by $58792s2$?s55451[ and increasing spell critical strike chance by $55451s1%.][.] Each hit causes $/77;58788m1 to $/25;58788M1 additional Fire damage, based on the speed of the weapon.  Slower weapons cause more fire damage per swing.  Lasts 30 minutes.	在萨满祭司的武器上注入火焰，使总法术伤害提高$58792s2点$?s55451[，法术爆击几率提高$55451s1%][。]每次命中都会造成$/77;58788m1到$/25;58788M1点额外的火焰伤害，伤害值取决于武器速度。武器速度越慢，单次攻击造成的火焰伤害越高。持续30分钟。
Imbue the Shaman's weapon with frost.  Each hit has a chance of causing $58797s2 additional Frost damage and slowing the target's movement speed by $58797s1% for $58797d.  Lasts 30 minutes.	在萨满祭司的武器上注入冰霜。每次命中都有一定几率造成$58797s2点额外的冰霜伤害，并使目标的移动速度降低$58797s1%，持续$58797d。持续30分钟。
Imbue the Shaman's weapon with frost.  Each hit has a chance of causing $58798s2 additional Frost damage and slowing the target's movement speed by $58798s1% for $58798d.  Lasts 30 minutes.	在萨满祭司的武器上注入冰霜。每次命中都有一定几率造成$58798s2点额外的冰霜伤害，并使目标的移动速度降低$58798s1%，持续$58798d。持续30分钟。
Imbue the Shaman's weapon with frost.  Each hit has a chance of causing $58799s1 additional Frost damage and slowing the target's movement speed by $58799s2% for $58799d.  Lasts 30 minutes.	在萨满祭司的武器上注入冰霜。每次命中都有一定几率造成$58799s1点额外的冰霜伤害，并使目标的移动速度降低$58799s2%，持续$58799d。持续30分钟。
Begins a ritual that creates a Soulwell.  Raid members can click the Soulwell to acquire a Fel Healthstone.  The Soulwell lasts for $58889d or 25 charges.  Requires the caster and 2 additional party members to complete the ritual.  In order to participate, all players must right-click the soul portal and not move until the ritual is complete.	开始一个仪式，制造一个灵魂之井。团队成员可以点击灵魂之井以获得一块邪能生命石头。灵魂之井持续$58889d或25次使用次数。需要施法者和额外2名小队成员来完成仪式。参与仪式的所有玩家必须右键点击灵魂传送门，并且在仪式完成前不得移动。
Drains $s1 of your summoned demon's Mana, returning 100% to you.	吸取你召唤的恶魔的$s1点法力值，100%返还给你。
Right Click to summon and dismiss a Giant Sewer Rat	右键点击以召唤或解散一只巨大的下水道老鼠。
You sometimes find additional cloth from Northrend humanoids.	你有时可以从诺森德的人型生物身上获得额外的布料。
Increases the critical strike damage of your Judgement, Crusader Strike and Divine Storm abilities by $53488s1% and when your melee attacks critically hit your next Flash of Light or Exorcism spell becomes instant cast.	使你的审判、十字军打击和神圣风暴技能的爆击伤害提高$53488s1%。当你的近战攻击产生爆击时，你的下一个圣光闪现或驱邪术将变为瞬发。
Taunts all enemies within $a1 yards for $d.	嘲讽$a1码范围内的所有敌人，持续$d。
You transform into a Demon for $47241d.  This form increases your armor by $47241s2%, damage by $47241s3%, reduces the chance you'll be critically hit by melee attacks by 6% and reduces the duration of stun and snare effects by $54817s1%.  You gain some unique demon abilities in addition to your normal abilities. 3 minute cooldown.	变身为恶魔，持续$47241d。在此形态下，你的护甲值提高$47241s2%，伤害提高$47241s3%，受到近战爆击的几率降低6%，受到昏迷和诱捕效果影响的持续时间缩短$54817s1%。除了普通技能外，你还获得了一些独特的恶魔技能。3分钟冷却时间。
You transform into a Demon for $d.  In this form, your armor increases by $47241s2%, you do $47241s3% more damage, and the duration of stun and snare effects is reduced by $54817s1%.  You gain some unique demon abilities in addition to your normal abilities. 3 minute cooldown.	变身为恶魔，持续$d。在此形态下，你的护甲值提高$47241s2%，伤害提高$47241s3%，受到昏迷和诱捕效果影响的持续时间缩短$54817s1%。除了普通技能外，你还获得了一些独特的恶魔技能。3分钟冷却时间。
A disease dealing ${$m1*1.15+$AP*0.055*1.15} Shadow damage every 3 sec for $55078d.  Caused by Plague Strike and other abilities.\n\nBase damage ${$m1*1.15}\nBonus from attack power ${$AP*0.055*1.15}	一种每3秒造成${$m1*1.15+$AP*0.055*1.15}点暗影伤害的疾病，持续$55078d。由暗影打击和其他技能触发。\n\n基础伤害${$m1*1.15}\n攻击强度加成${$AP*0.055*1.15}
A disease dealing ${$m1*1.15+$AP*0.055*1.15} Frost damage every 3 sec and reducing the target's melee and ranged attack speed by $55095s2% for $55095d.  Caused by Icy Touch and other spells.\n\nBase damage ${$m1*1.15}\nBonus from attack power ${$AP*0.055*1.15}	一种每3秒造成${$m1*1.15+$AP*0.055*1.15}点冰霜伤害的疾病，并使目标的近战和远程攻击速度降低$55095s2%，持续$55095d。由冰冷触摸和其他技能触发。\n\n基础伤害${$m1*1.15}\n攻击强度加成${$AP*0.055*1.15}
You charge your off-hand weapon with lava, instantly dealing $s1% off-hand Weapon damage. Damage is increased by $s2% if your off-hand weapon is enchanted with Flametongue.	熔岩灌注你的副手武器，立即造成$s1%的副手武器伤害。如果你的副手武器附有火舌效果，伤害将提高$s2%。
While applied to target weapon it increases damage dealt by direct spells by $55150s1% and spell critical strike rating by $55150s3.  Lasts for 1 hour.	施加在武器上，使直接性法术造成的伤害提高$55150s1%，法术爆击等级提高$55150s3。持续1小时。
While applied to target weapon it increases damage dealt by direct spells by $55151s1% and spell critical strike rating by $55151s3.  Lasts for 1 hour.	施加在武器上，使直接性法术造成的伤害提高$55151s1%，法术爆击等级提高$55151s3。持续1小时。
Transmutes many saronite bars into a single titanium bar.  You have a chance to discover other transmutations when successful.	将多块萨隆邪铁锭转化为一块泰坦神铁锭。成功转化时你有机会发现其他的转化配方。
Rides and parks a rockin' Mekgineer's Chopper.  This is a very fast set of wheels. This mount increases speed depending on your Riding Skill.	驾驶并停放一辆拉风的机械师摩托车。这可是一套非常快的轮子。该坐骑根据你的骑术等级提高速度。
Permanently attach jormungar reinforcements onto your pants, increasing Stamina by 55 and Agility by 22.\n\nCan only attach to your own armor, and attaching causes the item to become soulbound.	永久性地将约姆加尔护甲片缝在你的裤子上，使其耐力提高55点，敏捷提高22点。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Permanently attach nerubian reinforcements onto your pants, increasing attack power by 75 and critical strike rating by 22.\n\nCan only attach to your own armor, and attaching causes the item to become soulbound.	永久性地将蛛魔护甲片缝在你的裤子上，使其攻击强度提高75点，爆击等级提高22点。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Experiment with Northrend herbs to discover a new Alchemy recipe.  Can only be done every 3 days.	利用诺森德草药进行实验，以发现新的炼金术配方。每3天只能进行一次。
Removes any Immobilization effects and refreshes the cooldown of your Intercept ability.	移除任何定身效果，并刷新你的拦截技能的冷却时间。
Transforms the enemy into a harmless serpent, forcing it to slither around for up to $d.  While wandering, the serpent cannot attack or cast spells but will regenerate very quickly.  Any damage will transform the target back into its normal form.  Only one target can be polymorphed at a time.  Only works on Beasts, Humanoids and Critters.	将敌人变成一只无害的蛇，使其在周围徘徊，持续最多$d。在徘徊期间，蛇无法攻击或施法，但生命值恢复速度会变得非常快。任何伤害都会使目标变回原来的形态。同一时间内只能对一个目标施放变形术。仅对野兽、人型生物和小动物有效。
Permanently adds 120 attack power and 15 critical strike rating to shoulder armor.\n\nCan only be applied to your own armor, and doing so will cause it to become soulbound.	永久性地为肩部装备增加120点攻击强度和15点爆击等级。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Permanently adds 70 spell power and 8 mana every 5 sec to shoulder armor.\n\nCan only be applied to your own armor, and doing so will cause it to become soulbound.	永久性地为肩部装备增加70点法术强度，并且每5秒恢复8点法力值。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Permanently adds 60 dodge rating and 15 defense rating to shoulder armor.\n\nCan only be applied to your own armor, and doing so will cause it to become soulbound.	永久性地为肩部装备增加60点躲闪等级和15点防御等级。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Permanently adds 70 spell power and 15 critical strike rating to shoulder armor.\n\nCan only be applied to your own armor, and doing so will cause it to become soulbound.	永久性地为肩部装备增加70点法术强度和15点爆击等级。\n\n只能附加在你自己的装备上，且附加后装备会变为灵魂绑定。
Compiles your experiences from the day, creating a random assortment of inscribed works.  You are very likely to discover new major glyph recipes this way.	总结你一天的经验，随机创作出一系列铭文作品。通过这种方式，你很有可能发现新的大型雕文配方。
Enslaves the target demon, up to level $m1, forcing it to do your bidding.  While enslaved, the time between the demon's attacks is increased by $s2% and its casting speed is slowed by $s3%.  Lasts up to $d.	奴役目标恶魔（最高等级$m1），使其听从你的差遣。在被奴役期间，恶魔的攻击间隔延长$s2%，施法速度降低$s3%。持续最多$d。
Create random scrolls in an effort to discover new minor glyph recipes.	创作随机卷轴，以此尝试发现新的小型雕文配方。
